X,Y,id,Name,Capacity,Congestion
-103.43161,20.67771196,1,Galerias,3000,0
-103.4322829,20.67889719,2,Walmart,700,0
-103.4321337,20.68015,3,SAMS,700,0
-103.4288958,20.67876716,4,Costco,700,0
-103.429504,20.67608732,5,Cormercial,700,0
-103.4344806,20.68217345,6,Chedraui,700,0
